,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,28,0,0,0
6124634,1,6,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124662,4,0,0,0,0,0,19,5,5,0,31,17,4,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124674,2,4,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124682,2,5,0,0,0,0,8,8,0,0,18,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124706,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6124708,1,6,0,0,0,0,0,0,0,0,2,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124710,1,6,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124714,1,6,0,0,0,0,1,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124720,3,0,0,0,0,0,19,1,0,0,18,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124732,1,6,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0
6124738,2,5,0,0,0,0,10,0,1,0,38,9,2,15,0,0,3,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124745,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6124746,2,2,0,0,0,0,2,0,0,0,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124747,2,1,0,0,0,0,1,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124750,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124759,2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
6124760,2,5,0,0,0,0,14,1,2,0,20,6,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124763,1,6,0,0,0,0,4,0,1,0,17,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124767,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124771,2,5,0,0,0,0,1,1,0,0,13,4,1,3,4,1,3,2,0,0,2,1,0,0,1,1,0,0,0,0,0,0
6124779,3,4,0,0,0,0,25,0,0,0,15,5,2,15,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124780,5,0,0,0,0,0,8,2,5,0,15,9,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124788,2,3,0,0,0,0,0,1,0,0,3,3,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124791,2,4,0,0,0,0,1,1,0,0,3,3,1,3,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124807,2,3,0,0,0,0,0,2,0,0,1,1,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124818,1,6,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6124819,1,6,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124825,5,1,0,0,2,0,10,5,0,1,19,11,5,27,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0
6124827,3,3,0,0,0,0,2,4,2,0,10,6,3,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6124832,1,6,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124836,1,5,0,0,0,0,0,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124837,1,6,0,0,0,0,0,1,0,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124840,3,3,0,0,0,0,16,0,2,0,29,15,3,9,0,0,3,2,0,0,1,1,1,1,0,0,0,0,0,0,0,0
6124844,2,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124846,3,3,0,0,0,0,4,0,0,0,1,1,1,1,5,2,3,2,0,0,0,0,3,5,2,8,0,0,0,0,0,0
6124847,1,5,0,0,0,0,3,0,0,0,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124848,4,0,1,1,0,0,10,3,0,0,13,5,1,11,3,2,44,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0
6124854,1,5,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124859,1,5,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124863,1,5,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124867,4,0,0,0,0,0,6,3,1,0,33,15,4,14,0,0,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0
6124877,1,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124882,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
6124896,2,0,0,0,0,0,2,0,0,0,4,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6124899,1,5,0,0,0,0,4,0,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0
6124905,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124909,1,5,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124911,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,0,0,0,0,1,1,1
6124913,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6124914,3,3,0,0,0,0,3,8,0,0,16,7,3,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
6124915,4,0,0,0,0,0,14,11,0,1,25,12,3,6,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
6124917,2,3,0,0,0,0,12,8,2,1,33,15,2,30,0,0,1,1,0,0,0,0,1,16,0,0,0,0,0,1,1,1
6124919,3,1,1,1,0,0,84,17,70,1,43,20,2,82,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6124924,1,5,0,0,0,0,0,0,0,0,4,2,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
6124928,5,0,0,0,0,0,23,2,1,0,17,10,5,20,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124930,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
6124935,3,1,0,0,0,0,2,0,0,0,4,4,1,0,0,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,0,0
6124949,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4
6124952,2,0,0,0,0,0,2,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124954,5,0,0,0,0,0,9,5,0,1,22,10,4,11,1,1,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6124957,2,3,0,0,0,0,3,0,0,0,3,2,2,2,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6124963,1,5,0,0,0,0,1,0,0,0,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124979,1,5,0,0,0,0,5,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6124991,1,5,0,0,0,0,1,0,0,0,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125003,3,1,1,1,2,0,7,0,1,0,18,7,3,12,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
6125008,3,3,0,0,0,0,2,1,0,0,8,5,2,4,0,0,2,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0
6125017,1,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125018,1,5,0,0,0,0,24,3,1,0,19,13,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125022,1,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125033,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6125090,3,3,0,0,0,0,9,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6125097,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
6125108,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
6125122,3,0,0,0,0,0,1,2,0,0,19,15,3,9,0,0,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0
6125127,1,5,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
6125131,2,1,0,0,0,0,0,1,0,0,18,3,1,2,0,0,3,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0
6125150,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125151,3,0,0,0,0,0,1,6,0,0,14,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125164,3,3,0,0,0,0,0,0,0,0,89,68,3,1,0,0,1,1,35,3,0,0,1,2,0,0,0,0,0,0,0,0
6125167,3,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
6125168,1,0,0,0,0,0,1,5,0,0,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125170,1,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125177,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125183,1,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125185,1,5,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125186,2,3,0,0,0,0,1,0,0,0,45,13,2,29,1,1,6,2,0,0,23,2,0,0,1,3,1,1,7,0,0,0
6125198,1,5,0,0,0,0,2,0,0,0,3,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125204,2,3,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
6125207,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,52,2
6125215,2,4,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125230,1,5,0,0,0,0,0,1,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125238,1,5,0,0,0,0,3,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125252,1,5,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125255,2,4,0,0,0,0,5,0,0,0,8,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6125256,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0
6125257,1,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
6125270,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
6125276,1,5,0,0,0,0,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125280,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125281,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125295,1,5,0,0,0,0,1,0,0,0,1,1,1,5,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
6125297,1,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125300,2,3,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
6125312,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,80,0
6125318,2,4,0,0,0,0,1,0,0,0,11,5,2,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
6125323,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0
6125337,2,3,0,0,0,0,1,1,0,0,3,1,1,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125344,1,5,0,0,0,0,1,1,0,0,1,1,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125356,2,4,0,0,0,0,3,0,1,0,13,8,2,10,3,2,3,2,0,0,0,0,0,0,2,2,2,2,72,0,0,0
6125360,3,1,0,0,0,0,1,1,0,0,3,2,1,10,0,0,3,1,0,0,0,0,1,1,1,2,1,1,116,0,0,0
6125361,1,5,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125374,1,5,0,0,0,0,4,0,1,0,11,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6125375,1,5,0,0,0,0,1,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
